Puan;Başlık;Yorum;Vote
1;İOS TA FOTOĞRAF SEÇME SORUNU;Sipariş ettiğim yemeğin yanında eksik gelen sosu yardım merkezine gönderemiyorum neymiş İOS sisteminde galeri seçeneği bulunmadığından anlık fotoğraf çekmem gerekiyormuş. Aldığım siparişin uygulama üzerinden teslim oldu gözükmesi 30 dakkayı bulduğu için hemen yardım merkeziylede konuşamadım. Birdaha da kullanmam sorun olduğunda iade alamayabilirsiniz ona göre kullanın.;0
1;Hesabımı sildim ve yeni hesap açamıyorum;Hesabımı sildim yeni hesap oluşturmak istedim bir sorun oluştu diyor,hiçbir şekilde üyelik oluşturamıyorum.REZİLLİK!;0
5;Yemeksepeti;Getirde  özellikle son bu birkaç siparişimiz çok sıkıntı yaşıyoruz hep eksik ve yanlış ürünleri getiriyorlar ve üstüne de parayı iadesi de yapmıyorlar o yüzden yemeksepeti’ni kullanmaya başlayacağım;0
1;kullanmayın;gönderilmeyen ürün için para çekip iade yapmadılar hırsızlar;0
1;Rezalet;Başına buyruk. İstediği siparişi istediği zaman iptal eder ama sana iptal etme hakkı tanımaz. Üzerine iptal ettiği siparişin parasını bile sana iade etmez kendi uygulamasında cüzdana atar oradan harcamak zorundasındır bu da bir nevi hırsızlıktır. Rezilliği ötesinde!;0
1;İletişim yok;Müşteri hizmetlerine ulaşamıyorsunuz siparişiniz çok geç gelse bile kimseyle iletişime geçemiyorsunuz. Sipariş iptali de yapmıyorlar artık genelde.;0
5;Yardım merkezi;Yardım merkezi eskisi gibi değil pek yardımcı olmuyor ama yinede diğer firmalara göre çok iyisiniz;0
1;HATA;Uzun zamandır ödeme kısmında hata var kartı ekliyorum online ödemeden bir anda kapıda diye değişiyor 1 saattir sipariş vermeye çalışıyorum beklenmeyen bir hata oluştu diyor iyice berbat bir hâle geldi uygulama lütfen dikkate alınsın...;0
4;Sipariş iptali;Her şey güzel ancak bazen o kötü yemekler geliyor ki ya da içeriği eksik yenilmiyor tatlarından verdiğimiz onca para çöp oluyor. Beğenmediğimiz (tuzsuz falan bahsetmiyorum) bayat içeriği eksik kötü yemeklerin iadesi yapılabilmeli. Bir kere daha böyle bir şeye denk gelirsem artık uygulamayı kullanmayacağım;0
3;Servis;Ürünler turuncu renkli firmadan çok daha yavaş geliyor soğuk geliyor indiriminiz fazla olabilir fakat çok soğuk geliyor artık;0
1;Cüzdana iade;Sistem daha önce cüzdana iade kapalıyken bir anda aktif hale gelmiş. İade sonrasında parayı insanlara iade etmek yerine kendileri kullanıyor akılları sıra. kalitesiz hareket..;0
5;Müşteri temsilcisi;Müşteri temsilcilerinden memnun değilim ne zaman gerek görsem hiç faydalı olmadılar;0
5;Yemeksepeti harika;Herşey çok iyi ve hızlı tebrikler;0
1;Tavsiye etmiyorum;Kimseye tavsiye etmiyorum. Aynı lokantanın fiyatları diğer uygulamalarda daha uygun ve kuponlar ile daha çok indirim uygulanıyor sisin fiyatların üstüne birde hizmet bedeli ekleniyor bu nasıl oluyor;0
4;Donmuş ürünlerde sorun;Donmuş ürünler maalesef tamamen çözülmüş olarak geliyor;0
5;Bildirimlerimi yönetemiyorum;Uygulama harika fakat bütün bildirimleri kapatmadan kampanya bildirimlerini kapatamıyorum. Sadece sipariş bildirimlerini açık tutabilmemiz için bir kullanıcı tercihi eklenmesini talep ediyorum. 2026’ya kadar düzeltilmez ise hizmetlerinizi kullanmayı bırakmayı düşünüyorum, teşekkürler!;0
5;Soğuk baklava;Hızlı ve özenli teslim edildi, nazik kurye için ayrıca teşekkür ederim. Soğuk baklava çok lezzetliydi 😋;0
1;Very poor customer service;"When I Complaint about Missing Item and Poor Customer Service
I’m really disappointed with this app.
I ordered 500 g and received only 250 g, and when I shared photos to show the mistake, the support team didn’t help at all. They didn’t even try to contact the restaurant to solve the problem.
Very poor customer service — I expected much better.";0
1;Müşteri Desteği Yok;Müşteri hizmetleri telefon numaranız yok, canlı chat’iniz yok. Müşteri temsilciniz yok mu? Koskoca yılların yemeksepeti’nden hiç beklemezdim. İlk defa böyle bir şeyle karşılaşıyorum. Adı olan ve müşteri desteği sağlamayan tek firma. Çok şaşırdım gerçekten.;0
1;Uygulama Açılmıyor;Uygulamayı silip tekrar yükleyince açılıyordu artık bu yöntemde işe yaramıyor.Sipariş veremiyorum.;1
1;Kalitesiz;Kapalı işletmelere sipariş verdirip gece gece iptal iadeler ile uğraştıran aç bırakan açıkta bırakan öylesine bir uygulama;0
1;Fatura Verilmemesi;Önce alışveriş sonra fiş ama bu sistemde bu imkansız. Yaptığımız harcamanın fişini alamıyoruz, neymiş sistem , eee sistemi siz kurguluyorsunuz. Fişini götürmeyen işyeri ile çalışmayın müşteriti mağdur etmeyin.;0
1;Yıllardır kullanıyorum BIRAKIN ARKADAŞLAR KULLANMAYIN;sipariş verip nasıl iletişime geçemeyiz. Getirmek için para alıp 2. Sipariş olarak teslim etmek nedir. 70 dk da gelin yemek ve iletişime bile geçemiyoruz.;0
1;Rezillik;Ürün yanlış geldi kuryeye iade ettim, teslim edildi gözüküyor ve para iademi yapmıyorlar. Rezilsiniz uygulamayı siliyorum bir daha asla kullanmam.;0
1;Ulaşılamayan müşteri hizmetleri ve sorunlu siparişler;"Merhaba Yemeksepeti uygulamasından bir sipariş verdim 55 dakika sonra ve buz gibi geldi siparişi teslim almadan iade etmek istedim kurye kapının önünde birilerini aradı bilgi vermek istedi sonra sizin uygulamadan bilgi vermeniz gerekiyormuş dedi ama bilmiyordu ki uygulamadan hiç kimseye ulaşılamıyor müşteri hizmetlerine ulaşmak mümkün değil. Eskiden yemeksepetinden sipariş verdiğimizde sorun olduğunda müşteri hizmetlerini arar onlar da hemen restorana dönerlerdi şu an ne müşteri hizmetlerine ulaşabiliyorsunuz ne sistemdeki restoran numaraları doğru ! 
Yemeksepeti‘nin kendi sistemindeki restoran numaraları güncel olmadığı için restorana ulaşma şansınız olmuyor ,sistem tamamen çökmüş , müşteri olarak kendi başına çözüm bulmaya çalışıyorsun bulabilirsen tabii";0
1;Sivas Cem pide Antalya;Yemek istedik. Kola da yanında ama kola gönderilmemiş. Paramızı istedik ama 90.  Tl.    Yerine 67 tl atılaran Sivas Cem pideden hiç bir şey almayın;0
1;Loser sepeti;Şu uyguluma satıldıktan sonra rezalet bir uygulama olmuş reziiller;0
1;REZALET;3 gün önce yemek sipariş ettim 600 küsür tuttu karttan parayı çekip siparişi iptal ettiler  ulaşmaya çalıştığımızda mesajlara cevap vermiyorlar aradığımızda açmıyorlar öğrenciyim böyle bir dolandırıcılık görmedim tüketici hakem heyitine başvurup bu uygulamayı silicem. Personellerinin depoda küçük bir kızı tecavüz ettiği günleri unutmadık. Berbat bir uygulama 1 puanı bile hak etmiyor.;0
1;Kötü firma;Gerçekten uygulama da firmanın niyeti de çok kötü. Sipariş 1 saat gecikiyor ama inatla müşteri hizmetlerine bağlanmamamız için yöntemlerin hepsini kapatmışlar. Müşteri hizmetleri ile konuşmak için yanlış kategoriden giriş yapmak vs lazım. Müşterisi umrunda olmayan yüksek komisyoncu iğrenç firma. Diğer firmaları kullanıyorum artık;0
5;Yorum;Çok iyidi;0
1;KULANANIN KENDİSİNE SAYGISI YOKTUR;7.15 Şipariş verdim 7.55 de Şipariş onayladı saat 8.15 halen kurye almamış şiparişi bi yemek zevkimiz var oda zehir oldu iptal etmek için canlı desteğe bağlamayım dedim yok bildiğiniz canlı destek yok rezillik;0
1;Rezalet;Çok kötü gerçekten bir sorun olduğunda kimseyle iletişime geçemiyorum paramın çekilmesi ile kalıyorum müşteri hizmetleri kafasına göre çağrı sonlandırıp yüzüme falan kapatıyor rezzil nasıl bi kuruluştur bu;0
5;Züperrrrr yıldızlı pekiyi;Züperrrrr yıldızlı pekiyi;0
1;REZALET;Böyle kötü bir uygulama görmedim komisyon oranlarını yüksek tutuyorlar ne esnaf özeniyor ne kurye gece sipariş veriyorum saat 12.30 da bana siparişi 03.00 de teslim ettirdiler kurye veya restaurantla alakalı değil altyapı ile alakalo normalde hic bi güc böyle yorum yazdıramaz inadına giriyorum kardesim bunarada bugünde siaprisim 50. dakikada yola ciktigindan çileden cıktım yoksa gene yazmayacaktım siliyorum uygulamayı;0
1;Yanlış sipariş;Market alışverişi yaptım. Beni siparişteki içerikler yok diye aradılar. Siparişi ne ben iptal edebiliyorum, ne de karşıdan iptal ediliyor. İade de edemedim. İstemediğim siparişlere parayı ödediğimle kaldım;0
1;Hayal kırıklığı;Ya cıdden sıparıs vermeye çalışıyoruz bı hasta oluştu dıyor ve kullandığımız kuponu gecersız sayıyor ne para cekılmıs ne de sıparıs oluşturulmuş boşu boşuna kuponları alıyor defalarca kez yasadık artık yeterbyanı Sureklı bı hata oluştu sorun oluştu dıyor her telefondan denedık ve sorun bıtmıyo cıdden hayal kırıklığı;0
5;Seviyoruz;Teşekkürler;0
1;Çalışan şeyi bozmuşlar 😀;Açılmıyor bile;0
5;Lezzetli;Zamanında geldi sıcak ve lezzetliydi elinize sağlık;0
1;Gün geçtikçe kötüye gidiyor;Bu uygulama gün geçtikçe kötüye gidiyor. Yanlışlıkla bir siparişiniz hatalı ya da eksik geldi mi vay halinize. Ne canlı destek ulaşabiliyorsunuz ve ulaşsanız da size yardımcı oluyorlar. Bir de kara listelerine girdiyseniz zaten biz sipariş verdikten sonra hiç şansımız yok eksik gelirse geçmiş olsun;0
5;Hediye;Turşu hediyeniz için teşekkürler. :);0
1;Dünyanın en kötü yemek sipariş uygulaması;Hesabınıza bile girip herhangi bir sipariş veremiyorsunuz söylenen indirimlerin bir çoğu sahte uygulamanın saçma sapan sistemlerinden bahsetmiyorum bile aklı olan bu uygulamayı kullanmaz;0
1;Fatura yok KDV yok İPTAL;Sipariş notlarını okuyan yok mu? Yemek geldi fatura olmadığından yemeği teslim alamadım, yemek sepetine hiç ulaşamadım, restoran ve kurye şirketi ulaştı, fakat yemek sepeti ortada yok. Vergi kaçırmak normalleştimi?;0
1;REZİLLİK;1 yıldız bile çok yemeğimi göndermediler ve para iademide yapmadılar destek hattına ulaşılamıyor bile gece olunca yemekler 3 katı fiyat oluyor;0
1;REZİLLİK;gece yemek söyledim teslim edildi gözüküyor edilmedi müşteri hizmetleri yok başıma geleni yazıp restorantla iletişim bile kuramıyorum nerde çakal restorant varsa hepsi içinde kaç kez bu sıkıntıyı yaşadım bu sondu artık hayatta kullanmam;0
3;Ödeme yöntemi;Kapıda temassız kredi kartında sorun yaşamak istemiyorum ödeme seçeneğinde seçtiğim kapıda temasız bir şekilde ödeme yapmak istiyorum.;0
5;A;Buradan İlk defa sipariş verdim ilk defa bi siparişin bu kadar hızlı geldiğini gördüm üründe sıcak ve lezzetliydi  tekrar vericem;0
4;kupon;kuponu uyguladiktan sonra sepeti onaylamamisim geri geliyorum tekrar girmeye calisinca kupon kullanildi diyo yaptiginiz stajere mi yaptirdiniz su uygulamayi;0
1;Uygulama;Tlf değişimi yapınca uygulamanın kullanılamıyor olması, next ekranı çıkıyor ve asla ekran değişmiyor. Aylardır kullanamıyorum. Uygulamayı silip tekrar yüklüyorum ancak yine değişmiyor;0
1;Kullanıcıyı umursamayan uygulama;verdiğim sipariş toplam 135 dk gecikti, restoran beni arıyor abi kurye gelmedi yemek bekliyor diye, ben uygulamaya ulaşamıyorum yemek gecikti diye çünkü izin vermiyor uygulama :D zaten verilerimizi çaldıran bir şirket, bari işlerini iyi yapsalardı. son kez kullandım bugün;0
1;Rezalet;1 yıldız bile fazla;0
5;Helal olsun;Eşimin canı kahve çekti tüm motorize sektörleri kapalı ama yemek sepeti kar kış kıyamet demeden ekmeğin peşinde helal olsun size kazandığınız para sonuna kadar helal;0
5;Daha güzel indirimler bekliyorum;İndirimlerin daha bol olmasını istiyoruz;0
1;Uygulama açılmıyor kullanışsız güncelleme;Uygulama çalışmıyor açılmıyor s6plus telefonda açılmıyor çok saçma şikayetçiyim;2
1;Market Siparişlerinde Haksız Yere Ücretler Farklı Alınıyor.;Market siparişini 900TL olarak ödedim, marketin bana kestiği fiş 600TL. Aradaki 300TL kimsenin sorumluluğunda değilmiş gibi davranıp haksız kazanç sağlıyorlar.;0
1;IYGULAMA AÇILMIYOR;Kırmızı ekranda logonun oldu yerde takılıp kalıyor açılmıoyorrrr her siparişte indirp tekrar yuklemem gerekiyor artık şuna bir çözüm bulunn;2
1;Bir puan bile fazla;Ne canlı yardımınız var ne müşteri hizmetleriniz, sözde şikayet oluşturuyoruz ama iki dk sonra bakınca şikayet de ortadan kayboluyo, yazıklar olsun size, Nevzat bey size satmasaydı keşke, siz bizi haketmiyorsunuz!!!!;0
1;Müşteri memnuniyeti;Müşteriyi mağdur etmek için elinizden geleni yapıyorsunuz. Gerek sipariş iptalinde gerek canlı destek gerektiğinde rezil bir sisteminiz var.;0
1;Kullanılabilicek en kötü yemek sipariş uygulaması;Allah kimseye göstermesin hiçbir şekilde müşteri hizmetleri diye bir bölüm yok yemeğiniz teslim edilmedi mi ha bir de üstüne restoranta da ulaşamadınız mı asla iptal bile etme şansı vermiyor size uygulama ve müşteri hizmetleri diye işleyen bir sistemi de yok öyle kalıveriyorsunuz;0
1;Uygulama;Uygulamaya ne olduysa artık ikinci kere giremiyorum sürekli silip tekrar indirmem gerekiyor girmek için ve çok usandırıcı daha da indirmeyi düşünmüyorum bu sorun düzeltilene kadar;1
1;Dolandırclar;Maydonoz yerden 125 gramlık tavuk döner istedim yarın de 75 gramlık geldi müşteri hizmetlerinde ulaşınca bir şey yapamayız dediler istersen 80 TL kupon olarak hesabını yatar çok ayıpt;0
1;En iyisi iken en kötüsü olmayı başaran uygulama;Bir siparişi 2 saat içerisinde teslim etmeye çalıştılar işletme edemediler ilk 45 dakikasında paketi iptal etmek istedim ürün hazırlanıyor olduğu için siparişi iptal edemediler müşteri temsilcisi ile hiçbir şekilde iletişim sağlanamıyor artık vasatsınız;0
1;Diyecek bişey yok;O kadar kötü;1
1;Müşteri hizmeti koyun şuna;Müşteri hizmeti yok;0
1;Dunyanin en bos uygulamasi;Satildiktan sonra ne kuryesi var ne musteri temsilcisi tezalet sildim;1
2;Çok kötü;2005 den beri üyeyim kapıda ödeme kabul etmiyor satıldığından beri hep geriye gidiyor uygulama deneyimi;1
5;İyi ki var!;Benim kurtarıcım her zaman teşekkürler;0
5;Teşekkürler;Bizim hatamızdan dolayı yemeği ikinci kez getirdiler teşekkürler;0
1;Soygun;Kurye siparişi getirmedi paramı da iade etmediler;0
2;İphone 7;Sanırım 7 sahiplerini gözden çıkardınız!!;1
1;Burgerking yemek sepeti el ele dolandırma vakası;Burgerkingden yemek sepeti üzerinden sipariş verdim whopper jr yerine 3 tane normal whopper istedim 240 tl fark ödedim . Whopper jr geldi. Yemeksepeti yardımcı olmadı;0
5;Çok başarılıydı ellerinize sağlık;Çok başarılıydı ellerinize sağlık;0
5;Gedik döner be acılı pliç;Hayatımda yediğim Allah affetsin en dandik döner ve piliç / kesinlikle tavsiye etmiyorum;0
1;Yorum ve puanlar sahte;Restorana yaptığım yorumlar görünmüyor. Puanlamalar güvenilir değil. Favori listenizden restoranları çıkaramıyorsunuz. Online ödenen sipariş gelmiyor ama iptal de edemiyorsunuz. Restorana ya da müşteri hizmetlerine ulaşamıyorsunuz. Saymakla bitmez. İndirmeyin. Güvenilir değil. Her şey sahte. Resimler, yorumlar, puanlamalar…;0
1;Rezalet Ötesi İçin Hazır Olun;Berbat artık eski sistemleri yok.  Destek bulamıyorsunuz. Restoran numaraları yanlış. Restoranlar keyfine göre bekliyorsunuz. Canlı destek yok. Sadece para kazanma odaklı bir sistem olmuş. Önceden böyle değildi. Alternatiflere bakın.;1
1;Paraya doyamadınız;Hayırdır, milletin üzerinden komisyonlarla mı zengin olacaksınız? Hem restoranttan al hem sipariş verenden hizmet bedeli oh ne ala memleket;0
1;Keşke denemeseydim.;"Siparişimi getiren kurye, yemeğin “allak bullak olduğunu” söyleyip isterseniz iptal edebilirsiniz dedi. Kapıda iptali kabul ettim ve yemeği teslim almadım. Ancak sonrasında müşteri hizmetlerine ulaşmaya çalıştığımda hiçbir şekilde yardımcı olunmadı; konuyu doğrudan kapatıp ilgisiz davrandılar. Üstelik Yemeksepeti’nin telefonla ulaşılabilecek bir müşteri hizmeti numarası bile yok, sadece mektup yazabiliyorsunuz.

Ne yemeğim geldi ne de para iadem yapıldı. Böyle bir durumda müşteriye bu kadar ilgisiz davranılması kabul edilemez. Hem kurye hem de müşteri hizmetleri tarafında ciddi bir sorumsuzluk var.

Bu yaşananlardan sonra Yemeksepeti’ni asla bir daha tercih etmeyeceğim.";0
5;Rezilli;Kendi kendilerine ürünü iptal ediyorlar ne bilgi var nede başka birşey;0
1;BERBAT SİSTEM !!!;YAZMAKTAN USANDIM ARTIKK KAPIDA ÖDEME YAPTIKTAN SONRA İLK ONLİNE ÖDEMEDE BİLGİLERİ GİRİYORUM VE YİNE KAPIDA ÖDEMEYE YÖNLENDİRİYOR…ONLİNE ÖDEMEDEN FAYDALANMAM İÇİN 2 KERE KART BİLGİLERİNİ GİRMEM GEREK….2 SENE ÖNCE YİNE YAZDIM YİNE YAZDIM AMA TIK YOKK NE BİÇİM ÇALIŞANLARINIZ VAR HİÇ KONTROL ETMİYOR MUSUNUZ SİSTEMDEN VE HER TELEFONDA AYNI ŞEY OLUYOR BANA ÖZGÜ DEĞİL !!!!!;1
1;Hizmet Bedeli?;Sanki restoranlardan aldıkları afaki komisyon yetmezmiş gibi şimdi de müşterilerden de “hizmet bedeli” adı altında her siparişten “5,99₺” ek ücret alıyorlar. Uygulamayı kullanmayın kullandırmayın. Ses çıkarmadıkça daha fazlasını da alacaklar…;0
1;Açılmıyor;Ios 15 açılmıyor leş;2
1;Uygulama açılmıyor;Sildim tekrar yükledim bir kere girebildim ikinci seferde yine açılmadı..bir çok yorum var belliki dikkate almıyorsunuz ..son kez üyeliğimi silmek için yükleyip birdaha kaydolmamak üzere sileceğim ..bu ne yaa tamamen zaman kaybı beklediğim dakikalarıma yazık;2
1;Rezillik!;Müşteri desteği yok restoranın keyfini saatlerce bekliyorsunuz paranızı geri alıp alamayacağınız bile belli değil. Tamamen iğrenç bi uygulamaya dönüştü;1
1;Uygulama açılmıyor;Uygulama açılmıyor ben 10 kere indir sil yaptım telefonda problem yok gayet uygulamada bir problem var giriyorum kuruyorum uygulamayı birdahaki sefere kesinlikle açılmıyor rezalet;1
5;Teşekkür;Just 4 Pizza firmasına ve Kurye çalışanı güleryüzlü kardeşe Yemek sepatine teşekkür ederim;0
1;Teslimat;Kuryeler siparişleri bilerek geç bırakıyor, uygulamanın  sipariş takip sayfası berbat berbat berbat 19:30 da verdiğim sipariş sistemde hala hazırlanıyor olarak gözüküyor ama restorantı aradığımda kurye ye verildi diyor saat 21:30 oldu kurye ortada yok büyük ihtimalle kurye geldiğinde siparişim buz gibi gelecek Allah belanızı versin bu sorunu 1 değil 1 den fazla yaşadım bu uygulama da vermeyin bu uygulamadan sipariş.;0
1;Saatlerce bekliyoruz kuryelerinin keyfi olsunda yemeği getirsin diye;Kullanıcı dostu değil;0
3;Cüzdan sorunu;Cüzdana iade edilen tutar üzerinden yeni bir alışveriş yaptım. İkinci kez cüzdanıma iade yapıldı firma tarafından. Tutarın tamamını kartıma aktaramıyorum. Defalarca destek talebinde bulunmama rağmen mağduriyetim giderilmedi.;0
5;Mükemmel;Herşey süper anında geldi;0
1;İade müşteri hizmetleri;Sipariş etmiş olduğum hamburgerde köfte yoktu ve elmalı tart gelmedi fotoğraf attım fotoğrafları bir önceki gün çekmiş olduğum için kabul etmediler ve canlı destek sohbeti yarıda kapattı;0
1;Açılmıyor! y logosunda kalıyor!!!;Eskiden bir sorun yoktu son güncellemelerden sonra uygulama Y logosunda takılı kalıyor ve açılmıyor. Diğer yemek uygulamalarında böyle bir sorun yok. Açılmadığı için başka uygulamadan sipariş veriyorum. Şu sorunu çözmeniz lazım!;2
1;Rezalet;Müşteriyi koruyacak hiçbir şey yok kesinlikle muhatap bulamıyorsun oradan oraya tıklattırıp sorununu çözmüyorlar. Öncelik için ekstra ödemek ister misin diyorlar ödüyorsun daha geç getiriyorlar haram zıkkım olsun;0
1;Online ödeme sorunu;Online ödeme yapılamıyor. 4 farklı kart deniyorum hepsinde para var fakat ödemeniz reddedildi diyor. Daha önce de birçok kez bu sorunu yaşadım. Uygulamayı silip yükleyince düzeliyordu şuan düzelmiyor. Başka platformdan yemek söylediğimde kartlarım çalışıyor. Şu sorunu yıllardır çözemeyen bir uygulama......;0
1;Çalışanlarına değer vermiyor;Çalışanlarına değer vermeyen şirketlerin uygulamalarını da kullanmıyorum. Bugün haberlerde maaşlarını ve şartlarını protesto eden kuryelerin hesaplarının kapatıldığını gördüm. Ben de hesabımı ve uygulamayı siliyorum.;0
1;İos da uygulama açmıyor;Merhaba, İos 15.8.5 de uygulama açılmıyor giriş yapıyorum ilk ekranda kalıyor uygulama desteği mi kalktı yoksa uygulamanızda bir hata mı var? Lütfen şu sorunu düzeltin..;2
1;İlgisizlik;App gittikçe karmaşıklaşıyor. Teslim edilmeyen teslimatla ilgili iletişime geçiyorsun Chatbot ile yazışıyorsun. Sana talebini sormadan paran cüzdana iade olacak diyor. Belki ben bir daha alış veriş yapmak istemiyorum. Neden bankama ilave olmuyor ? Süreçle ilgili olumsuz geri bildirim verirken de o ekrandan attı beni uygulama. Hem esnaftan fahiş kesinti yapılıyor hem de her siparişte hizmet bedeli alınıyor. Yemeksepeti bu ücreti hak etmiyor!;1
1;Kötü sistem;O kadar kötüki hem müşteri hizmetleri hem uygulamaları kurye yola cıkmıs gorunuyor bende yemek bekliyorum bi giriyorum meğersem dükkan siparişi iptal etmiş ama bende kurye yolda yazıyor iadede gelmiyor bi türlü trendyol go bundan kat kat iyi;2
2;Karisik arayuz;Ucretsiz uygulama gibi heryerdren surekli bi kampanya cikiyor, siparis vermene bile musade etmiyor bu bildirimler. Karmasik bir uygulama. Sadelestirilmeli.;0
1;Kurye Saygısızlığını Engelleyemeyen Uygulama;Bu uygulama ne zamandan beri kuryeler gördükleri numaraları arayıp insanlara sipariş alması için belli yerlere gelmesi gerektiği şartını koyan bir uygulama oldu? Ana mantığına tamamen ters. Aynı işi yapan diğer uygulamalar kesinlikle tercih edilmeli;1
3;Yemek sepeti;Bazen ürünler eksik geliyor birde transfer ücreti çok oluyor;0
